Cidade;Latitude;Longitude
POÇÃO DE PEDRAS;-4,750025;-44,951551
PORTO FRANCO;-6,354182;-47,382165
PORTO RICO DO MARANHÃO;-1,857223;-44,583748
PRESIDENTE DUTRA;-5,282374;-44,492919
PRESIDENTE JUSCELINO;-2,928229;-44,076779
PRESIDENTE MÉDICI;-2,383664;-45,820709
PRESIDENTE SARNEY;-2,595531;-45,371302
PRESIDENTE VARGAS;-3,402012;-44,033402
PRIMEIRA CRUZ;-2,510583;-43,442443
RAPOSA;-2,415075;-44,102516
RIACHÃO;-7,364565;-46,62335
RIBAMAR FIQUENE;-5,933823;-47,383478
ROSÁRIO;-2,941543;-44,247519
SAMBAÍBA;-7,138351;-45,344203
SANTA FILOMENA DO MARANHÃO;-5,499767;-44,563714
SANTA HELENA;-2,234533;-45,305161
SANTA INÊS;-3,658575;-45,378272
SANTA LUZIA;-3,968391;-45,665012
SANTA LUZIA DO PARUÁ;-2,546161;-45,776462
SANTA QUITÉRIA DO MARANHÃO;-3,498485;-42,562873
SANTA RITA;-3,134117;-44,319948
SANTANA DO MARANHÃO;-3,113068;-42,400768
SANTO AMARO DO MARANHÃO;-2,502721;-43,255285
SANTO ANTÔNIO DOS LOPES;-4,87382;-44,361447
SÃO BENEDITO DO RIO PRETO;-3,332766;-43,529992
SÃO BENTO;-2,697008;-44,828345
SÃO BERNARDO;-3,365437;-42,42301
SÃO DOMINGOS DO AZEITÃO;-6,804425;-44,650424
SÃO DOMINGOS DO MARANHÃO;-5,565642;-44,392879
SÃO FÉLIX DE BALSAS;-7,084685;-44,811448
SÃO FRANCISCO DO BREJÃO;-5,130201;-47,391137
SÃO FRANCISCO DO MARANHÃO;-6,252798;-42,865322
SÃO JOÃO BATISTA;-2,953333;-44,811762
SÃO JOÃO DO CARÚ;-3,560803;-46,254925
SÃO JOÃO DO PARAÍSO;-6,466222;-47,05061
SÃO JOÃO DO SOTER;-5,115739;-43,818182
SÃO JOÃO DOS PATOS;-6,498208;-43,70291
SÃO JOSÉ DE RIBAMAR;-2,555859;-44,057548
SÃO JOSÉ DOS BASÍLIOS;-5,048687;-44,582447
SÃO LUÍS;-2,531886;-44,297919
SÃO LUÍS GONZAGA DO MARANHÃO;-4,373918;-44,662708
SÃO MATEUS DO MARANHÃO;-4,034551;-44,468563
SÃO PEDRO DA ÁGUA BRANCA;-5,088911;-48,423624
SÃO PEDRO DOS CRENTES;-6,828556;-46,53258
SÃO RAIMUNDO DAS MANGABEIRAS;-7,026963;-45,484831
SÃO RAIMUNDO DO DOCA BEZERRA;-5,103182;-45,084163
SÃO ROBERTO;-5,017367;-44,991901
SÃO VICENTE FERRER;-2,890731;-44,886905
SATUBINHA;-4,035735;-45,23363
SENADOR ALEXANDRE COSTA;-5,261077;-44,056302
SENADOR LA ROCQUE;-5,441832;-47,289191
SERRANO DO MARANHÃO;-1,852646;-45,114641
SÍTIO NOVO;-5,87063;-46,694983
SUCUPIRA DO NORTE;-6,478284;-44,188603
SUCUPIRA DO RIACHÃO;-6,420108;-43,545853
TASSO FRAGOSO;-8,479831;-45,744124
TIMBIRAS;-4,253841;-43,938434
TIMON;-5,100681;-42,833728
TRIZIDELA DO VALE;-4,570127;-44,610685
TUFILÂNDIA;-3,676404;-45,633916
TUNTUM;-5,249656;-44,649012
TURIAÇU;-1,669022;-45,369152
TURILÂNDIA;-2,228834;-45,306765
TUTÓIA;-2,76355;-42,276847
URBANO SANTOS;-3,208409;-43,404248
VARGEM GRANDE;-3,541896;-43,916664
VIANA;-3,214563;-45,001307
VILA NOVA DOS MARTÍRIOS;-5,183512;-48,138926
VITÓRIA DO MEARIM;-3,482047;-44,869572
VITORINO FREIRE;-4,291187;-45,244185
ZÉ DOCA;-3,275481;-45,657698
ACAUÃ;-8,220787;-41,083638
AGRICOLÂNDIA;-5,795502;-42,659183
ÁGUA BRANCA;-5,893266;-42,635131
ALAGOINHA DO PIAUÍ;-7,008175;-40,934635
ALEGRETE DO PIAUÍ;-7,245349;-40,857863
ALTO LONGÁ;-5,250993;-42,210322
ALTOS;-5,036546;-42,460948
ALVORADA DO GURGUÉIA;-8,443959;-43,863072
AMARANTE;-6,246611;-42,853693
ANGICAL DO PIAUÍ;-6,087242;-42,743866
ANÍSIO DE ABREU;-9,174919;-43,034853
ANTÔNIO ALMEIDA;-7,219356;-44,196535
AROAZES;-6,11285;-41,797453
AROEIRAS DO ITAIM;-7,278745;-41,563204
ARRAIAL;-6,650827;-42,536567
ASSUNÇÃO DO PIAUÍ;-5,864914;-41,05083
AVELINO LOPES;-10,134745;-43,94151
BAIXA GRANDE DO RIBEIRO;-7,853352;-45,212815
BARRA D'ALCÂNTARA;-6,518873;-42,105002
BARRAS;-4,243093;-42,29534
BARREIRAS DO PIAUÍ;-9,921247;-45,477788
BARRO DURO;-5,81236;-42,513378
BATALHA;-4,020412;-42,075219
BELA VISTA DO PIAUÍ;-7,972185;-41,87138
BELÉM DO PIAUÍ;-7,37014;-40,970302
BENEDITINOS;-5,447603;-42,370617
BERTOLÍNIA;-7,628625;-43,954388
BETÂNIA DO PIAUÍ;-8,145666;-40,796622
BOA HORA;-4,40901;-42,125296
BOCAINA;-6,954842;-41,322341
BOM JESUS;-9,070949;-44,360525
BOM PRINCÍPIO DO PIAUÍ;-3,189859;-41,64521
BONFIM DO PIAUÍ;-9,166561;-42,879663
BOQUEIRÃO DO PIAUÍ;-4,48582;-42,103627
BRASILEIRA;-4,137829;-41,78926
BREJO DO PIAUÍ;-8,207065;-42,830302
BURITI DOS LOPES;-3,172721;-41,869909
BURITI DOS MONTES;-5,312067;-41,101851
CABECEIRAS DO PIAUÍ;-4,471331;-42,308316
CAJAZEIRAS DO PIAUÍ;-6,794184;-42,396727
CAJUEIRO DA PRAIA;-2,929227;-41,34715
CALDEIRÃO GRANDE DO PIAUÍ;-7,33156;-40,637419
CAMPINAS DO PIAUÍ;-7,654778;-41,880745
CAMPO ALEGRE DO FIDALGO;-8,37448;-41,832013
CAMPO GRANDE DO PIAUÍ;-7,135993;-41,031201
CAMPO LARGO DO PIAUÍ;-3,807869;-42,626041
CAMPO MAIOR;-4,829114;-42,166745
CANAVIEIRA;-7,694622;-43,719428
CANTO DO BURITI;-8,108232;-42,944021
CAPITÃO DE CAMPOS;-4,458559;-41,943522
CAPITÃO GERVÁSIO OLIVEIRA;-8,496838;-41,816116
CARACOL;-9,276765;-43,3342
CARAÚBAS DO PIAUÍ;-3,478591;-41,841208
CARIDADE DO PIAUÍ;-7,728652;-40,990335
CASTELO DO PIAUÍ;-5,321544;-41,547316
CAXINGÓ;-3,426938;-41,882684
COCAL;-3,470453;-41,556845
COCAL DE TELHA;-4,553816;-41,979048
COCAL DOS ALVES;-3,606073;-41,455419
COIVARAS;-5,091308;-42,207316
COLÔNIA DO GURGUÉIA;-8,187574;-43,796017
COLÔNIA DO PIAUÍ;-7,223658;-42,177119
CONCEIÇÃO DO CANINDÉ;-7,882704;-41,596634
CORONEL JOSÉ DIAS;-8,816369;-42,470357
CORRENTE;-10,440936;-45,163313
CRISTALÂNDIA DO PIAUÍ;-10,647804;-45,186031
CRISTINO CASTRO;-8,820186;-44,224415
CURIMATÁ;-10,031292;-44,300722
CURRAIS;-9,012434;-44,403002
CURRALINHOS;-5,620453;-42,832211
CURRAL NOVO DO PIAUÍ;-7,830797;-40,901069
DEMERVAL LOBÃO;-5,358465;-42,674229
DIRCEU ARCOVERDE;-9,3352;-42,43957
DOM EXPEDITO LOPES;-6,957902;-41,652385
DOMINGOS MOURÃO;-4,253434;-41,271881
DOM INOCÊNCIO;-9,008075;-41,976851
ELESBÃO VELOSO;-6,201719;-42,138144
ELISEU MARTINS;-8,096462;-43,664811
ESPERANTINA;-3,895605;-42,235365
FARTURA DO PIAUÍ;-9,478606;-42,794401
FLORES DO PIAUÍ;-7,791776;-42,924306
FLORESTA DO PIAUÍ;-7,466795;-41,800314
FLORIANO;-6,769672;-43,020645
FRANCINÓPOLIS;-6,395293;-42,263366
FRANCISCO AYRES;-6,623344;-42,691128
FRANCISCO MACEDO;-7,327871;-40,795567
FRANCISCO SANTOS;-6,994171;-41,136157
FRONTEIRAS;-7,088413;-40,617233
GEMINIANO;-7,158418;-41,35758
GILBUÉS;-9,83457;-45,34692
GUADALUPE;-6,785247;-43,566924
GUARIBAS;-9,395111;-43,687721
HUGO NAPOLEÃO;-5,987788;-42,562563
ILHA GRANDE;-2,854009;-41,819773
INHUMA;-6,66712;-41,710194
IPIRANGA DO PIAUÍ;-6,826933;-41,739914
ISAÍAS COELHO;-7,734311;-41,679448
ITAINÓPOLIS;-7,451281;-41,480025
ITAUEIRA;-7,608117;-43,025497
JACOBINA DO PIAUÍ;-7,936264;-41,210762
JAICÓS;-7,353152;-41,146475
JARDIM DO MULATO;-6,096578;-42,63396
JATOBÁ DO PIAUÍ;-4,773159;-41,819822
JERUMENHA;-7,084632;-43,502743
JOÃO COSTA;-8,489126;-42,417849
JOAQUIM PIRES;-3,513104;-42,18769
JOCA MARQUES;-3,488034;-42,427737
JOSÉ DE FREITAS;-4,763051;-42,578375
JUAZEIRO DO PIAUÍ;-5,161373;-41,702601
JÚLIO BORGES;-10,326787;-44,243701
JUREMA;-9,222025;-43,13311
LAGOINHA DO PIAUÍ;-5,836583;-42,627384
LAGOA ALEGRE;-4,50873;-42,616743
LAGOA DO BARRO DO PIAUÍ;-8,482437;-41,530275
LAGOA DE SÃO FRANCISCO;-4,392746;-41,605469
LAGOA DO PIAUÍ;-5,412144;-42,649013
LAGOA DO SÍTIO;-6,515348;-41,582386
LANDRI SALES;-7,2666;-43,931046
LUÍS CORREIA;-2,881567;-41,664567
LUZILÂNDIA;-3,460818;-42,371638
MADEIRO;-3,484212;-42,505141
MANOEL EMÍDIO;-8,011359;-43,875475
MARCOLÂNDIA;-7,443557;-40,662854
MARCOS PARENTE;-7,119295;-43,888314
MASSAPÊ DO PIAUÍ;-7,465483;-41,123855
MATIAS OLÍMPIO;-3,711027;-42,558629
MIGUEL ALVES;-4,168216;-42,893167
MIGUEL LEÃO;-5,682242;-42,73583
MILTON BRANDÃO;-4,699953;-41,44796
MONSENHOR GIL;-5,551486;-42,617399
MONSENHOR HIPÓLITO;-7,003502;-41,032893
MONTE ALEGRE DO PIAUÍ;-9,755834;-45,29574
MORRO CABEÇA NO TEMPO;-9,719319;-43,901874
MORRO DO CHAPÉU DO PIAUÍ;-3,742255;-42,309063
MURICI DOS PORTELAS;-3,32386;-42,096769
NAZARÉ DO PIAUÍ;-6,967128;-42,668227
NAZÁRIA;-5,346925;-42,814048
NOSSA SENHORA DE NAZARÉ;-4,626932;-42,179303
NOSSA SENHORA DOS REMÉDIOS;-3,991225;-42,623951
NOVO ORIENTE DO PIAUÍ;-6,449405;-41,928722
NOVO SANTO ANTÔNIO;-5,286058;-41,934507
OEIRAS;-7,016418;-42,131406
OLHO D'ÁGUA DO PIAUÍ;-5,847159;-42,578552
PADRE MARCOS;-7,354712;-40,905862
PAES LANDIM;-7,775563;-42,256958
PAJEÚ DO PIAUÍ;-7,85252;-42,816936
PALMEIRA DO PIAUÍ;-8,729501;-44,232569
PALMEIRAIS;-5,979797;-43,061844
PAQUETÁ;-7,101466;-41,701385
PARNAGUÁ;-10,217181;-44,634315
PARNAÍBA;-2,90336;-41,778171
PASSAGEM FRANCA DO PIAUÍ;-5,856247;-42,440527
PATOS DO PIAUÍ;-7,680764;-41,252281
PAU D'ARCO DO PIAUÍ;-5,251093;-42,388865
PAULISTANA;-8,141436;-41,147096
PAVUSSU;-7,964287;-43,221752
PEDRO II;-4,427055;-41,45856
PEDRO LAURENTINO;-8,066883;-42,286074
NOVA SANTA RITA;-8,074965;-42,048262
PICOS;-7,081374;-41,468827
PIMENTEIRAS;-6,241688;-41,415159
PIO IX;-6,832687;-40,618273
PIRACURUCA;-3,929287;-41,709042
PIRIPIRI;-4,276069;-41,778505
PORTO;-3,891423;-42,710926
PORTO ALEGRE DO PIAUÍ;-6,971725;-44,194837
PRATA DO PIAUÍ;-5,664798;-42,204224
QUEIMADA NOVA;-8,585425;-41,417025
REDENÇÃO DO GURGUÉIA;-9,493448;-44,581214
REGENERAÇÃO;-6,240183;-42,685024
RIACHO FRIO;-10,128728;-44,95253
RIBEIRA DO PIAUÍ;-7,690576;-42,714043
RIBEIRO GONÇALVES;-7,558034;-45,245639
RIO GRANDE DO PIAUÍ;-7,770857;-43,140183
SANTA CRUZ DO PIAUÍ;-7,177626;-41,761926
SANTA CRUZ DOS MILAGRES;-5,808121;-41,958446
SANTA FILOMENA;-9,106796;-45,920556
SANTA LUZ;-8,944624;-44,129586
SANTANA DO PIAUÍ;-6,949072;-41,518481
SANTA ROSA DO PIAUÍ;-6,801455;-42,280814
SANTO ANTÔNIO DE LISBOA;-6,981848;-41,233765
SANTO ANTÔNIO DOS MILAGRES;-6,046718;-42,711197
SANTO INÁCIO DO PIAUÍ;-7,422337;-41,918213
SÃO BRAZ DO PIAUÍ;-9,062561;-42,999073
SÃO FÉLIX DO PIAUÍ;-5,932868;-42,113503
SÃO FRANCISCO DE ASSIS DO PIAUÍ;-8,237755;-41,689597
SÃO FRANCISCO DO PIAUÍ;-7,243976;-42,538532
SÃO GONÇALO DO GURGUÉIA;-10,02994;-45,301406
SÃO GONÇALO DO PIAUÍ;-5,989667;-42,698831
SÃO JOÃO DA CANABRAVA;-6,818931;-41,346054
SÃO JOÃO DA FRONTEIRA;-3,938597;-41,256287
SÃO JOÃO DA SERRA;-5,508798;-41,899264
SÃO JOÃO DA VARJOTA;-6,919018;-41,863742
SÃO JOÃO DO ARRAIAL;-3,813169;-42,453126
SÃO JOÃO DO PIAUÍ;-8,34885;-42,256438
SÃO JOSÉ DO DIVINO;-3,805716;-41,830109
SÃO JOSÉ DO PEIXE;-7,493009;-42,570179
SÃO JOSÉ DO PIAUÍ;-6,870626;-41,479407
SÃO JULIÃO;-7,085315;-40,836913
SÃO LOURENÇO DO PIAUÍ;-9,172002;-42,544352
SÃO LUIS DO PIAUÍ;-6,828144;-41,322838
SÃO MIGUEL DA BAIXA GRANDE;-5,862299;-42,185377
SÃO MIGUEL DO FIDALGO;-7,584969;-42,370529
SÃO MIGUEL DO TAPUIO;-5,500664;-41,319798
SÃO PEDRO DO PIAUÍ;-5,913952;-42,72366
SÃO RAIMUNDO NONATO;-9,01536;-42,692285
SEBASTIÃO BARROS;-10,816675;-44,833284
SEBASTIÃO LEAL;-7,577386;-44,067692
SIGEFREDO PACHECO;-4,911689;-41,727559
SIMÕES;-7,599137;-40,817509
SIMPLÍCIO MENDES;-7,857957;-41,91091
SOCORRO DO PIAUÍ;-7,864938;-42,504692
SUSSUAPARA;-7,017011;-41,392268
TAMBORIL DO PIAUÍ;-8,400432;-42,909689
TANQUE DO PIAUÍ;-6,596353;-42,283901
TERESINA;-5,086342;-42,80527
UNIÃO;-4,586018;-42,86293
URUÇUÍ;-7,229503;-44,560256
VALENÇA DO PIAUÍ;-6,398196;-41,740536
VÁRZEA BRANCA;-9,236541;-42,969445
VÁRZEA GRANDE;-6,542948;-42,253102
VERA MENDES;-7,602849;-41,479737
VILA NOVA DO PIAUÍ;-7,141046;-40,937801
WALL FERRAZ;-7,235779;-41,908954
ABAIARA;-7,356977;-39,047547
ACARAPE;-4,223138;-38,705624
ACARAÚ;-2,885311;-40,118241
ACOPIARA;-6,092762;-39,455705
AIUABA;-6,563298;-40,12316
ALCÂNTARAS;-3,586984;-40,544638
ALTANEIRA;-6,997498;-39,745821
ALTO SANTO;-5,522082;-38,272778
AMONTADA;-3,364878;-39,828823
ANTONINA DO NORTE;-6,779688;-39,982387
APUIARÉS;-3,948019;-39,430423
AQUIRAZ;-3,906195;-38,389803
ARACATI;-4,567066;-37,772753
ARACOIABA;-4,370394;-38,809441
ARARENDÁ;-4,751938;-40,831097
ARARIPE;-7,206184;-40,137446
ARATUBA;-4,416931;-39,047555
ARNEIROZ;-6,319426;-40,161444
ASSARÉ;-6,872607;-39,871275
AURORA;-6,940392;-38,976991
BAIXIO;-6,727162;-38,720126
BANABUIÚ;-5,315047;-38,925785
BARBALHA;-7,307172;-39,302316
BARREIRA;-4,288762;-38,638502
BARRO;-7,168209;-38,779881
BARROQUINHA;-3,009117;-41,139482
BATURITÉ;-4,331205;-38,880021
BEBERIBE;-4,174763;-38,123273
BELA CRUZ;-3,055107;-40,166843
BOA VIAGEM;-5,125744;-39,733282
BREJO SANTO;-7,491638;-38,985514
CAMOCIM;-2,900967;-40,847528
CAMPOS SALES;-7,073384;-40,379003
CANINDÉ;-4,355344;-39,310343
CAPISTRANO;-4,459897;-38,901829
CARIDADE;-4,22496;-39,193033
CARIRÉ;-3,951612;-40,473845
CARIRIAÇU;-7,041528;-39,284372
CARIÚS;-6,531128;-39,497689
CARNAUBAL;-4,163989;-40,935632
CASCAVEL;-4,131434;-38,239686
CATARINA;-6,127556;-39,879466
CATUNDA;-4,651549;-40,205804
CAUCAIA;-3,736487;-38,664018
CEDRO;-6,604961;-39,059743
CHAVAL;-3,038901;-41,244596
CHORÓ;-4,842516;-39,137468
CHOROZINHO;-4,302171;-38,501286
COREAÚ;-3,549488;-40,656951
CRATEÚS;-5,176951;-40,6684
CRATO;-7,231753;-39,40839
CROATÁ;-4,414057;-40,909045
CRUZ;-2,916708;-40,171279
DEPUTADO IRAPUAN PINHEIRO;-5,908962;-39,261542
ERERÊ;-6,031333;-38,347259
EUSÉBIO;-3,886973;-38,445122
FARIAS BRITO;-6,92711;-39,570835
FORQUILHA;-3,798958;-40,258769
FORTALEZA;-3,723805;-38,589928
FORTIM;-4,449805;-37,798975
FRECHEIRINHA;-3,760612;-40,821405
GENERAL SAMPAIO;-4,051041;-39,45353
GRAÇA;-4,046939;-40,755525
GRANJA;-3,118952;-40,829939
GRANJEIRO;-6,888884;-39,220309
GROAÍRAS;-3,911954;-40,382146
GUAIÚBA;-4,040244;-38,634435
GUARACIABA DO NORTE;-4,162451;-40,752633
GUARAMIRANGA;-4,262051;-38,940633
HIDROLÂNDIA;-4,407999;-40,401817
HORIZONTE;-4,093278;-38,49424
IBARETAMA;-4,818652;-38,821678
IBIAPINA;-3,936131;-40,893929
IBICUITINGA;-4,969166;-38,640863
ICAPUÍ;-4,715549;-37,353563
ICÓ;-6,403031;-38,863085
IGUATU;-6,360555;-39,299906
INDEPENDÊNCIA;-5,398028;-40,309348
IPAPORANGA;-4,90063;-40,757966
IPAUMIRIM;-6,788361;-38,715904
IPU;-4,313432;-40,718726
IPUEIRAS;-4,543785;-40,715697
IRACEMA;-5,809843;-38,304662
IRAUÇUBA;-3,745419;-39,792238
ITAIÇABA;-4,683405;-37,82163
ITAITINGA;-3,970459;-38,526405
ITAPAGÉ;-3,685673;-39,583533
ITAPIPOCA;-3,499436;-39,583482
ITAPIÚNA;-4,55474;-38,920674
ITAREMA;-2,923348;-39,915678
ITATIRA;-4,528923;-39,617904
JAGUARETAMA;-5,61089;-38,762526
JAGUARIBARA;-5,457502;-38,463097
JAGUARIBE;-5,886459;-38,623005
JAGUARUANA;-4,839555;-37,782391
JARDIM;-7,585536;-39,284164
JATI;-7,692742;-39,005139
JIJOCA DE JERICOACOARA;-2,899683;-40,438735
JUAZEIRO DO NORTE;-7,210766;-39,316993
JUCÁS;-6,522549;-39,526776
LAVRAS DA MANGABEIRA;-6,754748;-38,967275
LIMOEIRO DO NORTE;-5,150239;-38,099095
MADALENA;-4,852434;-39,575789
MARACANAÚ;-3,876964;-38,624419
MARANGUAPE;-3,891869;-38,685851
MARCO;-3,120707;-40,151644
MARTINÓPOLE;-3,225012;-40,699355
MASSAPÊ;-3,523871;-40,342135
MAURITI;-7,387398;-38,772795
MERUOCA;-3,539007;-40,450881
MILAGRES;-7,310428;-38,943157
MILHÃ;-5,679564;-39,203574
MIRAÍMA;-3,5686;-39,970065
MISSÃO VELHA;-7,243232;-39,145198
MOMBAÇA;-5,747005;-39,624405
MONSENHOR TABOSA;-4,783091;-40,070067
MORADA NOVA;-5,096952;-38,364907
MORAÚJO;-3,466363;-40,683599
MORRINHOS;-3,228831;-40,124179
MUCAMBO;-3,90603;-40,74528
MULUNGU;-4,299528;-38,993066
NOVA OLINDA;-7,084103;-39,679485
NOVA RUSSAS;-4,706808;-40,565303
NOVO ORIENTE;-5,533865;-40,774767
OCARA;-4,485067;-38,598538
ORÓS;-6,242799;-38,913596
PACAJUS;-4,170541;-38,467022
PACATUBA;-3,98612;-38,618299
PACOTI;-4,224765;-38,925889
PACUJÁ;-3,978394;-40,696736
PALHANO;-4,743945;-37,966235
PALMÁCIA;-4,148982;-38,845029
PARACURU;-3,411635;-39,029545
PARAIPABA;-3,436197;-39,148116
PARAMBU;-6,210336;-40,694207
PARAMOTI;-4,097432;-39,239466
PEDRA BRANCA;-5,454686;-39,713938
PENAFORTE;-7,829915;-39,074128
PENTECOSTE;-3,796267;-39,267009
PEREIRO;-6,045077;-38,459136
PINDORETAMA;-4,027804;-38,300088
PIQUET CARNEIRO;-5,80857;-39,419406
PIRES FERREIRA;-4,242154;-40,646541
PORANGA;-4,743951;-40,92638
PORTEIRAS;-7,535746;-39,115331
POTENGI;-7,090179;-40,032133
POTIRETAMA;-5,721668;-38,157918
QUITERIANÓPOLIS;-5,847009;-40,704489
QUIXADÁ;-4,9637;-39,011745
QUIXELÔ;-6,251212;-39,202294
QUIXERAMOBIM;-5,198405;-39,294354
QUIXERÉ;-5,068729;-37,990522
REDENÇÃO;-4,222958;-38,729571
RERIUTABA;-4,141568;-40,584612
RUSSAS;-4,939738;-37,975431
SABOEIRO;-6,536433;-39,904581
SALITRE;-7,284529;-40,464752
SANTANA DO ACARAÚ;-3,459775;-40,209463
SANTANA DO CARIRI;-7,180898;-39,73798
SANTA QUITÉRIA;-4,333271;-40,153508
SÃO BENEDITO;-4,044727;-40,86449
SÃO GONÇALO DO AMARANTE;-3,605633;-38,972076
SÃO JOÃO DO JAGUARIBE;-5,268631;-38,271941
SÃO LUÍS DO CURU;-3,673009;-39,241606
SENADOR POMPEU;-5,589344;-39,375325
SENADOR SÁ;-3,35179;-40,463792
SOBRAL;-3,688038;-40,348668
SOLONÓPOLE;-5,726351;-39,008225
TABULEIRO DO NORTE;-5,243804;-38,129737
TAMBORIL;-4,833929;-40,319069
TARRAFAS;-6,68259;-39,758494
TAUÁ;-6,002999;-40,292625
TEJUÇUOCA;-3,989712;-39,576826
TIANGUÁ;-3,722674;-40,991706
TRAIRI;-3,26442;-39,272232
TURURU;-3,595595;-39,434364
UBAJARA;-3,848491;-40,907144
UMARI;-6,647244;-38,701326
UMIRIM;-3,675562;-39,342384
URUBURETAMA;-3,623017;-39,508178
URUOCA;-3,313231;-40,561163
VARJOTA;-4,182822;-40,478993
VÁRZEA ALEGRE;-6,791846;-39,298933
VIÇOSA DO CEARÁ;-3,566013;-41,091629
ACARI;-6,442085;-36,643739
AÇU;-5,571946;-36,917923
AFONSO BEZERRA;-5,498734;-36,509148
ÁGUA NOVA;-6,204717;-38,290825
ALEXANDRIA;-6,417136;-38,019289
ALMINO AFONSO;-6,157421;-37,763125
ALTO DO RODRIGUES;-5,293808;-36,759493
ANGICOS;-5,660365;-36,605433
ANTÔNIO MARTINS;-6,216004;-37,885735
APODI;-5,66377;-37,797784
AREIA BRANCA;-4,952898;-37,131272
ARÊS;-6,193712;-35,160636
AUGUSTO SEVERO;-5,858114;-37,308873
BAÍA FORMOSA;-6,369992;-35,009036
BARAÚNA;-5,076618;-37,61818
BARCELONA;-5,948132;-35,926795
BENTO FERNANDES;-5,692383;-35,821699
BODÓ;-5,988045;-36,413838
BOM JESUS;-5,986319;-35,588803
BREJINHO;-6,192579;-35,357354
CAIÇARA DO NORTE;-5,062994;-36,055857
CAIÇARA DO RIO DO VENTO;-5,759087;-35,99979
CAICÓ;-6,459139;-37,096489
CAMPO REDONDO;-6,243383;-36,182505
CANGUARETAMA;-6,374925;-35,12854
CARAÚBAS;-5,791176;-37,553702
CARNAÚBA DOS DANTAS;-6,560733;-36,595252
CARNAUBAIS;-5,339785;-36,834642
CEARÁ-MIRIM;-5,640984;-35,424487
CERRO CORÁ;-6,034827;-36,345741
CORONEL EZEQUIEL;-6,383402;-36,214771
CORONEL JOÃO PESSOA;-6,260112;-38,440258
CRUZETA;-6,413176;-36,791705
CURRAIS NOVOS;-6,264672;-36,516219
DOUTOR SEVERIANO;-6,093687;-38,373683
PARNAMIRIM;-5,91037;-35,259209
ENCANTO;-6,111134;-38,304879
EQUADOR;-6,945843;-36,716412
ESPÍRITO SANTO;-6,335572;-35,317091
EXTREMOZ;-5,70271;-35,314025
FELIPE GUERRA;-5,601962;-37,691385
FERNANDO PEDROZA;-5,696016;-36,532454
FLORÂNIA;-6,126952;-36,814076
FRANCISCO DANTAS;-6,088097;-38,12565
FRUTUOSO GOMES;-6,156233;-37,840961
GALINHOS;-5,09169;-36,27464
GOIANINHA;-6,25059;-35,217786
GOVERNADOR DIX-SEPT ROSADO;-5,458914;-37,521912
GROSSOS;-4,975515;-37,157484
GUAMARÉ;-5,107363;-36,318144
IELMO MARINHO;-5,815315;-35,552829
IPANGUAÇU;-5,497148;-36,852875
IPUEIRA;-6,815551;-37,197856
ITAJÁ;-5,643548;-36,869818
ITAÚ;-5,837936;-37,988269
JAÇANÃ;-6,424973;-36,205593
JANDAÍRA;-5,35528;-36,130585
JANDUÍS;-6,016093;-37,409211
JANUÁRIO CICCO;-6,156098;-35,600892
JAPI;-6,460566;-35,945935
JARDIM DE ANGICOS;-5,652631;-35,969954
JARDIM DE PIRANHAS;-6,380098;-37,349218
JARDIM DO SERIDÓ;-6,586336;-36,774582
JOÃO CÂMARA;-5,538423;-35,816788
JOÃO DIAS;-6,276114;-37,796961
JOSÉ DA PENHA;-6,312688;-38,284403
JUCURUTU;-6,033419;-37,020226
JUNDIÁ;-6,269169;-35,327789
LAGOA D'ANTA;-6,391502;-35,599795
LAGOA DE PEDRAS;-6,149739;-35,433483
LAGOA DE VELHOS;-5,999916;-35,870699
LAGOA NOVA;-6,097669;-36,458961
LAGOA SALGADA;-6,125818;-35,472498
LAJES;-5,69883;-36,242735
LAJES PINTADAS;-6,151432;-36,118442
LUCRÉCIA;-6,116924;-37,815633
LUÍS GOMES;-6,414028;-38,38642
MACAÍBA;-5,857237;-35,355237
MACAU;-5,113368;-36,634973
MAJOR SALES;-6,403757;-38,323455
MARCELINO VIEIRA;-6,29355;-38,166613
MARTINS;-6,096347;-37,911327
MAXARANGUAPE;-5,505456;-35,262075
MESSIAS TARGINO;-6,076498;-37,512059
MONTANHAS;-6,482243;-35,287692
MONTE ALEGRE;-6,067877;-35,332099
MONTE DAS GAMELEIRAS;-6,439466;-35,786607
MOSSORÓ;-5,193801;-37,356874
NATAL;-5,750899;-35,252255
NÍSIA FLORESTA;-6,090714;-35,21131
NOVA CRUZ;-6,480065;-35,4323
OLHO-D'ÁGUA DO BORGES;-5,959258;-37,711821
OURO BRANCO;-6,699659;-36,946295
PARANÁ;-6,485331;-38,311129
PARAÚ;-5,777056;-37,10165
PARAZINHO;-5,230781;-35,84499
PARELHAS;-6,688755;-36,657805
RIO DO FOGO;-5,271559;-35,384872
PASSA E FICA;-6,429115;-35,647352
PASSAGEM;-6,274442;-35,375566
PATU;-6,101532;-37,640102
SANTA MARIA;-5,838519;-35,690364
PAU DOS FERROS;-6,114732;-38,203262
PEDRA GRANDE;-5,149387;-35,875991
PEDRA PRETA;-5,581909;-36,103136
PEDRO AVELINO;-5,524002;-36,385229
PEDRO VELHO;-6,433189;-35,222939
PENDÊNCIAS;-5,256788;-36,719146
PILÕES;-6,265722;-38,044443
POÇO BRANCO;-5,618852;-35,655012
PORTALEGRE;-6,024328;-37,985195
